Statistical profiling result from isolate-0x140008000-75619-v8.log, (20595 ticks, 18236 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    703    3.4%          /Users/pliffdax/.nvm/versions/node/v22.16.0/bin/node

 [JavaScript]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  Builtin: StoreIC_NoFeedback
      1    0.0%    0.0%  Builtin: StoreICTrampoline_Megamorphic
      1    0.0%    0.0%  Builtin: ShiftLeftSmi_Baseline
      1    0.0%    0.0%  Builtin: RecordWriteIgnoreFP
      1    0.0%    0.0%  Builtin: ObjectEntries
      1    0.0%    0.0%  Builtin: Negate_Baseline
      1    0.0%    0.0%  Builtin: MapPrototypeGet
      1    0.0%    0.0%  Builtin: MapPrototypeEntries
      1    0.0%    0.0%  Builtin: MapIteratorPrototypeNext
      1    0.0%    0.0%  Builtin: LoadIC_StringLength
      1    0.0%    0.0%  Builtin: LessThan_Baseline
      1    0.0%    0.0%  Builtin: KeyedStoreICBaseline
      1    0.0%    0.0%  Builtin: KeyedLoadICTrampoline
      1    0.0%    0.0%  Builtin: KeyedHasIC_Megamorphic
      1    0.0%    0.0%  Builtin: KeyedHasICBaseline
      1    0.0%    0.0%  Builtin: KeyedHasIC
      1    0.0%    0.0%  Builtin: JsonParse
      1    0.0%    0.0%  Builtin: HasProperty
      1    0.0%    0.0%  Builtin: GreaterThanOrEqual_Baseline
      1    0.0%    0.0%  Builtin: GlobalDecodeURIComponent
      1    0.0%    0.0%  Builtin: FunctionPrototypeCall
      1    0.0%    0.0%  Builtin: ElementsTransitionAndStore_InBounds
      1    0.0%    0.0%  Builtin: DivideSmi_Baseline
      1    0.0%    0.0%  Builtin: DatePrototypeToUTCString
      1    0.0%    0.0%  Builtin: DatePrototypeToPrimitive
      1    0.0%    0.0%  Builtin: DatePrototypeToJson
      1    0.0%    0.0%  Builtin: DatePrototypeToISOString
      1    0.0%    0.0%  Builtin: DatePrototypeGetMilliseconds
      1    0.0%    0.0%  Builtin: CopyDataPropertiesWithExcludedProperties
      1    0.0%    0.0%  Builtin: ConstructFunction
      1    0.0%    0.0%  Builtin: CloneObjectIC_Slow
      1    0.0%    0.0%  Builtin: CallWithArrayLike
      1    0.0%    0.0%  Builtin: CallProxy
      1    0.0%    0.0%  Builtin: BitwiseOrSmi_Baseline
      1    0.0%    0.0%  Builtin: BitwiseAndSmi_Baseline
      1    0.0%    0.0%  Builtin: ArrayUnshift
      1    0.0%    0.0%  Builtin: ArrayIncludesSmi
      1    0.0%    0.0%  Builtin: ArrayConstructorImpl
      1    0.0%    0.0%  Builtin: AddSmi_Baseline

 [C++]:
   ticks  total  nonlib   name

 [Summary]:
   ticks  total  nonlib   name
   1656    8.0%    8.3%  JavaScript
      0    0.0%    0.0%  C++
    212    1.0%    1.1%  GC
    703    3.4%          Shared libraries
  18236   88.5%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
  18236   88.5%  UNKNOWN
    192    1.1%    JS: ~createPrivateKey node:internal/crypto/keys:717:26
    190   99.0%      JS: ^module.exports /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/jsonwebtoken@9.0.2/node_modules/jsonwebtoken/sign.js:86:27
    154   81.1%        JS: ^sign /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+jwt@11.0.1_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_rxjs@7.8.2_/node_modules/@nestjs/jwt/dist/jwt.service.js:26:9
    152   98.7%          JS: ^generateTokens /Users/pliffdax/Projects/university/uniform-api/dist/StaticData/auth/auth.service.js:55:19
    149   98.0%            JS: ^login /Users/pliffdax/Projects/university/uniform-api/dist/StaticData/auth/auth.service.js:94:16
      3    2.0%            JS: ^register /Users/pliffdax/Projects/university/uniform-api/dist/StaticData/auth/auth.service.js:62:19
      2    1.3%          JS: ~generateTokens /Users/pliffdax/Projects/university/uniform-api/dist/StaticData/auth/auth.service.js:55:19
      2  100.0%            JS: ~login /Users/pliffdax/Projects/university/uniform-api/dist/StaticData/auth/auth.service.js:94:16
     36   18.9%        JS: *sign /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+jwt@11.0.1_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_rxjs@7.8.2_/node_modules/@nestjs/jwt/dist/jwt.service.js:26:9
     36  100.0%          JS: ^generateTokens /Users/pliffdax/Projects/university/uniform-api/dist/StaticData/auth/auth.service.js:55:19
     33   91.7%            JS: ^login /Users/pliffdax/Projects/university/uniform-api/dist/StaticData/auth/auth.service.js:94:16
      3    8.3%            JS: ^register /Users/pliffdax/Projects/university/uniform-api/dist/StaticData/auth/auth.service.js:62:19
      2    1.0%      JS: ~module.exports /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/jsonwebtoken@9.0.2/node_modules/jsonwebtoken/sign.js:86:27
      2  100.0%        JS: ~sign /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+jwt@11.0.1_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_rxjs@7.8.2_/node_modules/@nestjs/jwt/dist/jwt.service.js:26:9
      2  100.0%          JS: ~generateTokens /Users/pliffdax/Projects/university/uniform-api/dist/StaticData/auth/auth.service.js:55:19
      2  100.0%            JS: ~login /Users/pliffdax/Projects/university/uniform-api/dist/StaticData/auth/auth.service.js:94:16

    703    3.4%  /Users/pliffdax/.nvm/versions/node/v22.16.0/bin/node
    343   48.8%    JS: ~createPrivateKey node:internal/crypto/keys:717:26
    341   99.4%      JS: ^module.exports /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/jsonwebtoken@9.0.2/node_modules/jsonwebtoken/sign.js:86:27
    296   86.8%        JS: ^sign /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+jwt@11.0.1_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_rxjs@7.8.2_/node_modules/@nestjs/jwt/dist/jwt.service.js:26:9
    295   99.7%          JS: ^generateTokens /Users/pliffdax/Projects/university/uniform-api/dist/StaticData/auth/auth.service.js:55:19
    293   99.3%            JS: ^login /Users/pliffdax/Projects/university/uniform-api/dist/StaticData/auth/auth.service.js:94:16
     45   13.2%        JS: *sign /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+jwt@11.0.1_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_rxjs@7.8.2_/node_modules/@nestjs/jwt/dist/jwt.service.js:26:9
     45  100.0%          JS: ^generateTokens /Users/pliffdax/Projects/university/uniform-api/dist/StaticData/auth/auth.service.js:55:19
     43   95.6%            JS: ^login /Users/pliffdax/Projects/university/uniform-api/dist/StaticData/auth/auth.service.js:94:16
      2    4.4%            JS: ^register /Users/pliffdax/Projects/university/uniform-api/dist/StaticData/auth/auth.service.js:62:19
     24    3.4%    JS: *next /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/router@2.2.0/node_modules/router/index.js:188:17
      6   25.0%      JS: ^read /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/body-parser@2.2.1/node_modules/body-parser/lib/read.js:40:15
      4   66.7%        JS: *urlencodedParser /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/body-parser@2.2.1/node_modules/body-parser/lib/types/urlencoded.js:57:36
      4  100.0%          JS: *trimPrefix /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/router@2.2.0/node_modules/router/index.js:304:23
      4  100.0%            JS: *next /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/router@2.2.0/node_modules/router/index.js:188:17
      2   33.3%        JS: ^urlencodedParser /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/body-parser@2.2.1/node_modules/body-parser/lib/types/urlencoded.js:57:36
      1   50.0%          JS: *trimPrefix /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/router@2.2.0/node_modules/router/index.js:304:23
      1  100.0%            JS: *next /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/router@2.2.0/node_modules/router/index.js:188:17
      1   50.0%          JS: *handleRequest /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/router@2.2.0/node_modules/router/lib/layer.js:142:56
      1  100.0%            JS: ^trimPrefix /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/router@2.2.0/node_modules/router/index.js:304:23
      6   25.0%      JS: *read /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/body-parser@2.2.1/node_modules/body-parser/lib/read.js:40:15
      6  100.0%        JS: *urlencodedParser /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/body-parser@2.2.1/node_modules/body-parser/lib/types/urlencoded.js:57:36
      6  100.0%          JS: *trimPrefix /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/router@2.2.0/node_modules/router/index.js:304:23
      6  100.0%            JS: *next /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/router@2.2.0/node_modules/router/index.js:188:17
      4   16.7%      JS: ^cors /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/cors@2.8.5/node_modules/cors/lib/index.js:159:16
      4  100.0%        JS: ^<anonymous> /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/cors@2.8.5/node_modules/cors/lib/index.js:219:57
      4  100.0%          JS: ^originCallback /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/cors@2.8.5/node_modules/cors/lib/index.js:213:39
      4  100.0%            JS: ^<anonymous> /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/cors@2.8.5/node_modules/cors/lib/index.js:204:37
      3   12.5%      JS: *corsMiddleware /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/cors@2.8.5/node_modules/cors/lib/index.js:203:35
      3  100.0%        JS: *trimPrefix /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/router@2.2.0/node_modules/router/index.js:304:23
      3  100.0%          JS: *next /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/router@2.2.0/node_modules/router/index.js:188:17
      3  100.0%            JS: *<anonymous> /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+platform-express@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-me_03207ebf30d973e3fd35b79535ee468c/node_modules/@nestjs/platform-express/adapters/express-adapter.js:24:27
      2    8.3%      JS: *cors /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/cors@2.8.5/node_modules/cors/lib/index.js:159:16
      1   50.0%        JS: ^<anonymous> /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/cors@2.8.5/node_modules/cors/lib/index.js:219:57
      1  100.0%          JS: ^originCallback /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/cors@2.8.5/node_modules/cors/lib/index.js:213:39
      1  100.0%            JS: ^<anonymous> /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/cors@2.8.5/node_modules/cors/lib/index.js:204:37
      1   50.0%        JS: *corsMiddleware /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/cors@2.8.5/node_modules/cors/lib/index.js:203:35
      1  100.0%          JS: *trimPrefix /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/router@2.2.0/node_modules/router/index.js:304:23
      1  100.0%            JS: *next /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/router@2.2.0/node_modules/router/index.js:188:17
      1    4.2%      JS: ^<anonymous> /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+platform-express@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-me_03207ebf30d973e3fd35b79535ee468c/node_modules/@nestjs/platform-express/adapters/express-adapter.js:24:27
      1  100.0%        JS: *trimPrefix /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/router@2.2.0/node_modules/router/index.js:304:23
      1  100.0%          JS: *next /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/router@2.2.0/node_modules/router/index.js:188:17
      1  100.0%            JS: *handle /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/express@5.1.0/node_modules/express/lib/application.js:152:29
      1    4.2%      JS: *handle /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/express@5.1.0/node_modules/express/lib/application.js:152:29
      1  100.0%        JS: *app /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/express@5.1.0/node_modules/express/lib/express.js:37:21
      1  100.0%          JS: *parserOnIncoming node:_http_server:1040:26
      1  100.0%            JS: *parserOnHeadersComplete node:_http_common:71:33
      1    4.2%      JS: *<anonymous> /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/cors@2.8.5/node_modules/cors/lib/index.js:204:37
      1  100.0%        JS: ^optionsCallback /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/cors@2.8.5/node_modules/cors/lib/index.js:198:34
      1  100.0%          JS: ^corsMiddleware /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/cors@2.8.5/node_modules/cors/lib/index.js:203:35
      1  100.0%            JS: *trimPrefix /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/router@2.2.0/node_modules/router/index.js:304:23
     20    2.8%    JS: ~<anonymous> /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_rxjs@7.8.2/node_modules/@nestjs/common/services/console-logger.service.js:1:1
     20  100.0%      JS: ^<anonymous> node:internal/modules/cjs/loader:1680:37
     20  100.0%        JS: ^<anonymous> node:internal/modules/cjs/loader:1876:37
     20  100.0%          JS: ^<anonymous> node:internal/modules/cjs/loader:1450:33
     20  100.0%            JS: ^<anonymous> node:internal/modules/cjs/loader:1188:24
     12    1.7%    JS: ^parse /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/content-type@1.0.5/node_modules/content-type/index.js:106:16
      8   66.7%      JS: *send /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/express@5.1.0/node_modules/express/lib/response.js:123:25
      8  100.0%        JS: *reply /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+platform-express@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-me_03207ebf30d973e3fd35b79535ee468c/node_modules/@nestjs/platform-express/adapters/express-adapter.js:44:10
      7   87.5%          JS: *<anonymous> /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+core@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_9800875a8e639f88bb9559e3cb8ac2de/node_modules/@nestjs/core/router/router-execution-context.js:173:16
      7  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1   12.5%          JS: ^catch /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+core@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_9800875a8e639f88bb9559e3cb8ac2de/node_modules/@nestjs/core/exceptions/base-exception-filter.js:13:10
      1  100.0%            JS: ^next /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+core@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_9800875a8e639f88bb9559e3cb8ac2de/node_modules/@nestjs/core/exceptions/exceptions-handler.js:13:9
      4   33.3%      JS: ^setCharset /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/express@5.1.0/node_modules/express/lib/utils.js:223:41
      4  100.0%        JS: ^send /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/express@5.1.0/node_modules/express/lib/response.js:123:25
      3   75.0%          JS: *reply /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+platform-express@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-me_03207ebf30d973e3fd35b79535ee468c/node_modules/@nestjs/platform-express/adapters/express-adapter.js:44:10
      2   66.7%            JS: ^apply /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+core@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_9800875a8e639f88bb9559e3cb8ac2de/node_modules/@nestjs/core/router/router-response-controller.js:14:16
      1   33.3%            JS: ^catch /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+core@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_9800875a8e639f88bb9559e3cb8ac2de/node_modules/@nestjs/core/exceptions/base-exception-filter.js:13:10
      1   25.0%          JS: ^json /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/express@5.1.0/node_modules/express/lib/response.js:237:25
      1  100.0%            JS: ^reply /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+platform-express@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-me_03207ebf30d973e3fd35b79535ee468c/node_modules/@nestjs/platform-express/adapters/express-adapter.js:44:10
     12    1.7%    Builtin: CEntry_Return1_ArgvOnStack_BuiltinExit
     12  100.0%      Builtin: CEntry_Return1_ArgvOnStack_BuiltinExit
     10   83.3%        JS: *reply /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+platform-express@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-me_03207ebf30d973e3fd35b79535ee468c/node_modules/@nestjs/platform-express/adapters/express-adapter.js:44:10
      8   80.0%          JS: *<anonymous> /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+core@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_9800875a8e639f88bb9559e3cb8ac2de/node_modules/@nestjs/core/router/router-execution-context.js:173:16
      8  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      2   20.0%          JS: ^apply /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+core@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_9800875a8e639f88bb9559e3cb8ac2de/node_modules/@nestjs/core/router/router-response-controller.js:14:16
      2  100.0%            JS: ^<anonymous> /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+core@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_9800875a8e639f88bb9559e3cb8ac2de/node_modules/@nestjs/core/router/router-execution-context.js:173:16
      2   16.7%        JS: ^stringify /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/express@5.1.0/node_modules/express/lib/response.js:1015:20
      2  100.0%          JS: ^json /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/express@5.1.0/node_modules/express/lib/response.js:237:25
      2  100.0%            JS: ^reply /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+platform-express@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-me_03207ebf30d973e3fd35b79535ee468c/node_modules/@nestjs/platform-express/adapters/express-adapter.js:44:10
     11    1.6%    /Users/pliffdax/.nvm/versions/node/v22.16.0/bin/node
      2   18.2%      JS: ^pipesFn /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+core@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_9800875a8e639f88bb9559e3cb8ac2de/node_modules/@nestjs/core/router/router-execution-context.js:143:25
      2  100.0%        JS: *<anonymous> /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+core@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_9800875a8e639f88bb9559e3cb8ac2de/node_modules/@nestjs/core/router/router-proxy.js:7:16
      2  100.0%          JS: *handle /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/router@2.2.0/node_modules/router/index.js:434:19
      2  100.0%            JS: *next /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/router@2.2.0/node_modules/router/index.js:188:17
      2   18.2%      JS: ^parse /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/content-type@1.0.5/node_modules/content-type/index.js:106:16
      2  100.0%        JS: *send /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/express@5.1.0/node_modules/express/lib/response.js:123:25
      2  100.0%          JS: *reply /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+platform-express@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-me_03207ebf30d973e3fd35b79535ee468c/node_modules/@nestjs/platform-express/adapters/express-adapter.js:44:10
      1   50.0%            JS: ^catch /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+core@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_9800875a8e639f88bb9559e3cb8ac2de/node_modules/@nestjs/core/exceptions/base-exception-filter.js:13:10
      1   50.0%            JS: ^apply /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+core@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_9800875a8e639f88bb9559e3cb8ac2de/node_modules/@nestjs/core/router/router-response-controller.js:14:16
      1    9.1%      JS: ^module.exports /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/jsonwebtoken@9.0.2/node_modules/jsonwebtoken/sign.js:86:27
      1  100.0%        JS: ^sign /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+jwt@11.0.1_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_rxjs@7.8.2_/node_modules/@nestjs/jwt/dist/jwt.service.js:26:9
      1  100.0%          JS: ^generateTokens /Users/pliffdax/Projects/university/uniform-api/dist/StaticData/auth/auth.service.js:55:19
      1  100.0%            JS: ^login /Users/pliffdax/Projects/university/uniform-api/dist/StaticData/auth/auth.service.js:94:16
      1    9.1%      JS: ^jwa /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/jwa@1.4.2/node_modules/jwa/index.js:241:30
      1  100.0%        JS: ^jwsSign /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/jws@3.2.2/node_modules/jws/lib/sign-stream.js:25:17
      1  100.0%          JS: ^module.exports /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/jsonwebtoken@9.0.2/node_modules/jsonwebtoken/sign.js:86:27
      1  100.0%            JS: ^sign /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+jwt@11.0.1_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-metadata@0.2.2_rxjs@7.8.2_/node_modules/@nestjs/jwt/dist/jwt.service.js:26:9
      1    9.1%      JS: ^fo /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@prisma+client@5.22.0_prisma@5.22.0/node_modules/@prisma/client/runtime/library.js:121:2779
      1  100.0%        JS: ^Dl /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@prisma+client@5.22.0_prisma@5.22.0/node_modules/@prisma/client/runtime/library.js:121:2559
      1  100.0%          JS: ^batchBy /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@prisma+client@5.22.0_prisma@5.22.0/node_modules/@prisma/client/runtime/library.js:121:5962
      1  100.0%            JS: ^request /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@prisma+client@5.22.0_prisma@5.22.0/node_modules/@prisma/client/runtime/library.js:121:3318
      1    9.1%      JS: ^contentType /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/mime-types@3.0.2/node_modules/mime-types/index.js:79:22
      1  100.0%        JS: ^header /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/express@5.1.0/node_modules/express/lib/response.js:670:29
      1  100.0%          JS: ^json /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/express@5.1.0/node_modules/express/lib/response.js:237:25
      1  100.0%            JS: ^reply /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+platform-express@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-me_03207ebf30d973e3fd35b79535ee468c/node_modules/@nestjs/platform-express/adapters/express-adapter.js:44:10
      1    9.1%      JS: ^clearBuffer node:internal/streams/writable:744:21
      1  100.0%        JS: *end node:_http_outgoing:1084:45
      1  100.0%          JS: ^send /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/express@5.1.0/node_modules/express/lib/response.js:123:25
      1  100.0%            JS: *reply /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@nestjs+platform-express@11.1.9_@nestjs+common@11.1.9_class-validator@0.14.3_reflect-me_03207ebf30d973e3fd35b79535ee468c/node_modules/@nestjs/platform-express/adapters/express-adapter.js:44:10
      1    9.1%      JS: *request /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@prisma+client@5.22.0_prisma@5.22.0/node_modules/@prisma/client/runtime/library.js:121:3318
      1  100.0%        JS: *_executeRequest /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@prisma+client@5.22.0_prisma@5.22.0/node_modules/@prisma/client/runtime/library.js:130:9961
      1  100.0%          JS: *l /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@prisma+client@5.22.0_prisma@5.22.0/node_modules/@prisma/client/runtime/library.js:130:9346
      1  100.0%            JS: *then /Users/pliffdax/Projects/university/uniform-api/node_modules/.pnpm/@prisma+client@5.22.0_prisma@5.22.0/node_modules/@prisma/client/runtime/library.js:121:1078
      8    1.1%    Builtin: CallApiCallbackOptimizedNoProfiling
      8  100.0%      JS: *processTicksAndRejections node:internal/process/task_queues:72:35

